Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	callee	1	internal://	InInterests	0	0	0	0
0.5	callee	1	internal://	OutInterests	0	0	0	0
0.5	callee	1	internal://	InData	0	0	0	0
0.5	callee	1	internal://	OutData	0	0	0	0
0.5	callee	1	internal://	InNacks	0	0	0	0
0.5	callee	1	internal://	OutNacks	0	0	0	0
0.5	callee	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	callee	1	internal://	InTimedOutInterests	0	0	0	0
0.5	callee	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	callee	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	callee	256	netdev://[00:00:00:00:00:01]	InInterests	81.6	2.70938	51	1.69336
0.5	callee	256	netdev://[00:00:00:00:00:01]	OutInterests	72	2.39062	45	1.49414
0.5	callee	256	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
0.5	callee	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
0.5	callee	256	netdev://[00:00:00:00:00:01]	InNacks	72	2.39062	45	1.49414
0.5	callee	256	netdev://[00:00:00:00:00:01]	OutNacks	81.6	2.70938	51	1.69336
0.5	callee	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
0.5	callee	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
0.5	callee	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
0.5	callee	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
0.5	callee	257	internal://	InInterests	0	0	0	0
0.5	callee	257	internal://	OutInterests	0	0	0	0
0.5	callee	257	internal://	InData	0	0	0	0
0.5	callee	257	internal://	OutData	0	0	0	0
0.5	callee	257	internal://	InNacks	0	0	0	0
0.5	callee	257	internal://	OutNacks	0	0	0	0
0.5	callee	257	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	callee	257	internal://	InTimedOutInterests	0	0	0	0
0.5	callee	257	internal://	OutSatisfiedInterests	0	0	0	0
0.5	callee	257	internal://	OutTimedOutInterests	0	0	0	0
0.5	callee	258	appFace://	InInterests	72	2.39062	45	1.49414
0.5	callee	258	appFace://	OutInterests	0	0	0	0
0.5	callee	258	appFace://	InData	0	0	0	0
0.5	callee	258	appFace://	OutData	0	0	0	0
0.5	callee	258	appFace://	InNacks	0	0	0	0
0.5	callee	258	appFace://	OutNacks	72	2.39062	45	1.49414
0.5	callee	258	appFace://	InSatisfiedInterests	0	0	0	0
0.5	callee	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	callee	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	callee	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	callee	-1	all	SatisfiedInterests	4.8	0	3	0
0.5	callee	-1	all	TimedOutInterests	0	0	0	0
0.5	caller	1	internal://	InInterests	0	0	0	0
0.5	caller	1	internal://	OutInterests	0	0	0	0
0.5	caller	1	internal://	InData	0	0	0	0
0.5	caller	1	internal://	OutData	0	0	0	0
0.5	caller	1	internal://	InNacks	0	0	0	0
0.5	caller	1	internal://	OutNacks	0	0	0	0
0.5	caller	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	caller	1	internal://	InTimedOutInterests	0	0	0	0
0.5	caller	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	caller	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	caller	256	netdev://[00:00:00:00:00:03]	InInterests	72	2.39062	45	1.49414
0.5	caller	256	netdev://[00:00:00:00:00:03]	OutInterests	83.2	2.7625	52	1.72656
0.5	caller	256	netdev://[00:00:00:00:00:03]	InData	0	0	0	0
0.5	caller	256	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
0.5	caller	256	netdev://[00:00:00:00:00:03]	InNacks	81.6	2.70938	51	1.69336
0.5	caller	256	netdev://[00:00:00:00:00:03]	OutNacks	72	2.39062	45	1.49414
0.5	caller	256	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
0.5	caller	256	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.5	caller	256	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
0.5	caller	256	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.5	caller	257	internal://	InInterests	0	0	0	0
0.5	caller	257	internal://	OutInterests	0	0	0	0
0.5	caller	257	internal://	InData	0	0	0	0
0.5	caller	257	internal://	OutData	0	0	0	0
0.5	caller	257	internal://	InNacks	0	0	0	0
0.5	caller	257	internal://	OutNacks	0	0	0	0
0.5	caller	257	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	caller	257	internal://	InTimedOutInterests	0	0	0	0
0.5	caller	257	internal://	OutSatisfiedInterests	0	0	0	0
0.5	caller	257	internal://	OutTimedOutInterests	0	0	0	0
0.5	caller	258	appFace://	InInterests	83.2	2.7625	52	1.72656
0.5	caller	258	appFace://	OutInterests	0	0	0	0
0.5	caller	258	appFace://	InData	0	0	0	0
0.5	caller	258	appFace://	OutData	0	0	0	0
0.5	caller	258	appFace://	InNacks	0	0	0	0
0.5	caller	258	appFace://	OutNacks	81.6	2.70938	51	1.69336
0.5	caller	258	appFace://	InSatisfiedInterests	0	0	0	0
0.5	caller	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	caller	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	caller	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	caller	-1	all	SatisfiedInterests	4.8	0	3	0
0.5	caller	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-1	1	internal://	InInterests	0	0	0	0
0.5	rtr-1	1	internal://	OutInterests	0	0	0	0
0.5	rtr-1	1	internal://	InData	0	0	0	0
0.5	rtr-1	1	internal://	OutData	0	0	0	0
0.5	rtr-1	1	internal://	InNacks	0	0	0	0
0.5	rtr-1	1	internal://	OutNacks	0	0	0	0
0.5	rtr-1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-1	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	rtr-1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InInterests	72	2.39062	45	1.49414
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutInterests	83.2	2.7625	52	1.72656
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InNacks	81.6	2.70938	51	1.69336
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutNacks	72	2.39062	45	1.49414
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0	0	0	0
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InInterests	83.2	2.7625	52	1.72656
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutInterests	72	2.39062	45	1.49414
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutData	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InNacks	72	2.39062	45	1.49414
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutNacks	81.6	2.70938	51	1.69336
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	258	internal://	InInterests	0	0	0	0
0.5	rtr-1	258	internal://	OutInterests	0	0	0	0
0.5	rtr-1	258	internal://	InData	0	0	0	0
0.5	rtr-1	258	internal://	OutData	0	0	0	0
0.5	rtr-1	258	internal://	InNacks	0	0	0	0
0.5	rtr-1	258	internal://	OutNacks	0	0	0	0
0.5	rtr-1	258	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	rtr-1	258	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-1	258	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	258	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	-1	all	SatisfiedInterests	3.2	0	2	0
0.5	rtr-1	-1	all	TimedOutInterests	0	0	0	0
1	callee	1	internal://	InInterests	0	0	0	0
1	callee	1	internal://	OutInterests	0	0	0	0
1	callee	1	internal://	InData	0	0	0	0
1	callee	1	internal://	OutData	0	0	0	0
1	callee	1	internal://	InNacks	0	0	0	0
1	callee	1	internal://	OutNacks	0	0	0	0
1	callee	1	internal://	InSatisfiedInterests	0	0	0	0
1	callee	1	internal://	InTimedOutInterests	0	0	0	0
1	callee	1	internal://	OutSatisfiedInterests	0.64	0	0	0
1	callee	1	internal://	OutTimedOutInterests	0	0	0	0
1	callee	256	netdev://[00:00:00:00:00:01]	InInterests	91.52	3.03875	47	1.56055
1	callee	256	netdev://[00:00:00:00:00:01]	OutInterests	105.6	3.50625	57	1.89258
1	callee	256	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
1	callee	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1	callee	256	netdev://[00:00:00:00:00:01]	InNacks	105.6	3.50625	57	1.89258
1	callee	256	netdev://[00:00:00:00:00:01]	OutNacks	91.52	3.03875	47	1.56055
1	callee	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1	callee	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1	callee	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
1	callee	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1	callee	257	internal://	InInterests	0	0	0	0
1	callee	257	internal://	OutInterests	0	0	0	0
1	callee	257	internal://	InData	0	0	0	0
1	callee	257	internal://	OutData	0	0	0	0
1	callee	257	internal://	InNacks	0	0	0	0
1	callee	257	internal://	OutNacks	0	0	0	0
1	callee	257	internal://	InSatisfiedInterests	0.64	0	0	0
1	callee	257	internal://	InTimedOutInterests	0	0	0	0
1	callee	257	internal://	OutSatisfiedInterests	0	0	0	0
1	callee	257	internal://	OutTimedOutInterests	0	0	0	0
1	callee	258	appFace://	InInterests	105.6	3.50625	57	1.89258
1	callee	258	appFace://	OutInterests	0	0	0	0
1	callee	258	appFace://	InData	0	0	0	0
1	callee	258	appFace://	OutData	0	0	0	0
1	callee	258	appFace://	InNacks	0	0	0	0
1	callee	258	appFace://	OutNacks	105.6	3.50625	57	1.89258
1	callee	258	appFace://	InSatisfiedInterests	0	0	0	0
1	callee	258	appFace://	InTimedOutInterests	0	0	0	0
1	callee	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	callee	258	appFace://	OutTimedOutInterests	0	0	0	0
1	callee	-1	all	SatisfiedInterests	0.96	0	0	0
1	callee	-1	all	TimedOutInterests	0	0	0	0
1	caller	1	internal://	InInterests	0	0	0	0
1	caller	1	internal://	OutInterests	0	0	0	0
1	caller	1	internal://	InData	0	0	0	0
1	caller	1	internal://	OutData	0	0	0	0
1	caller	1	internal://	InNacks	0	0	0	0
1	caller	1	internal://	OutNacks	0	0	0	0
1	caller	1	internal://	InSatisfiedInterests	0	0	0	0
1	caller	1	internal://	InTimedOutInterests	0	0	0	0
1	caller	1	internal://	OutSatisfiedInterests	0.64	0	0	0
1	caller	1	internal://	OutTimedOutInterests	0	0	0	0
1	caller	256	netdev://[00:00:00:00:00:03]	InInterests	105.6	3.50625	57	1.89258
1	caller	256	netdev://[00:00:00:00:00:03]	OutInterests	90.24	2.99625	46	1.52734
1	caller	256	netdev://[00:00:00:00:00:03]	InData	0	0	0	0
1	caller	256	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1	caller	256	netdev://[00:00:00:00:00:03]	InNacks	91.52	3.03875	47	1.56055
1	caller	256	netdev://[00:00:00:00:00:03]	OutNacks	105.6	3.50625	57	1.89258
1	caller	256	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
1	caller	256	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
1	caller	256	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
1	caller	256	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
1	caller	257	internal://	InInterests	0	0	0	0
1	caller	257	internal://	OutInterests	0	0	0	0
1	caller	257	internal://	InData	0	0	0	0
1	caller	257	internal://	OutData	0	0	0	0
1	caller	257	internal://	InNacks	0	0	0	0
1	caller	257	internal://	OutNacks	0	0	0	0
1	caller	257	internal://	InSatisfiedInterests	0.64	0	0	0
1	caller	257	internal://	InTimedOutInterests	0	0	0	0
1	caller	257	internal://	OutSatisfiedInterests	0	0	0	0
1	caller	257	internal://	OutTimedOutInterests	0	0	0	0
1	caller	258	appFace://	InInterests	90.24	2.99625	46	1.52734
1	caller	258	appFace://	OutInterests	0	0	0	0
1	caller	258	appFace://	InData	0	0	0	0
1	caller	258	appFace://	OutData	0	0	0	0
1	caller	258	appFace://	InNacks	0	0	0	0
1	caller	258	appFace://	OutNacks	91.52	3.03875	47	1.56055
1	caller	258	appFace://	InSatisfiedInterests	0	0	0	0
1	caller	258	appFace://	InTimedOutInterests	0	0	0	0
1	caller	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	caller	258	appFace://	OutTimedOutInterests	0	0	0	0
1	caller	-1	all	SatisfiedInterests	0.96	0	0	0
1	caller	-1	all	TimedOutInterests	0	0	0	0
1	rtr-1	1	internal://	InInterests	0	0	0	0
1	rtr-1	1	internal://	OutInterests	0	0	0	0
1	rtr-1	1	internal://	InData	0	0	0	0
1	rtr-1	1	internal://	OutData	0	0	0	0
1	rtr-1	1	internal://	InNacks	0	0	0	0
1	rtr-1	1	internal://	OutNacks	0	0	0	0
1	rtr-1	1	internal://	InSatisfiedInterests	0	0	0	0
1	rtr-1	1	internal://	InTimedOutInterests	0	0	0	0
1	rtr-1	1	internal://	OutSatisfiedInterests	0.64	0	0	0
1	rtr-1	1	internal://	OutTimedOutInterests	0	0	0	0
1	rtr-1	256	netdev://[00:00:00:00:00:02]	InInterests	105.6	3.50625	57	1.89258
1	rtr-1	256	netdev://[00:00:00:00:00:02]	OutInterests	90.24	2.99625	46	1.52734
1	rtr-1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1	rtr-1	256	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
1	rtr-1	256	netdev://[00:00:00:00:00:02]	InNacks	91.52	3.03875	47	1.56055
1	rtr-1	256	netdev://[00:00:00:00:00:02]	OutNacks	105.6	3.50625	57	1.89258
1	rtr-1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0	0	0	0
1	rtr-1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1	rtr-1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
1	rtr-1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1	rtr-1	257	netdev://[00:00:00:00:00:04]	InInterests	90.24	2.99625	46	1.52734
1	rtr-1	257	netdev://[00:00:00:00:00:04]	OutInterests	105.6	3.50625	57	1.89258
1	rtr-1	257	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
1	rtr-1	257	netdev://[00:00:00:00:00:04]	OutData	0	0	0	0
1	rtr-1	257	netdev://[00:00:00:00:00:04]	InNacks	105.6	3.50625	57	1.89258
1	rtr-1	257	netdev://[00:00:00:00:00:04]	OutNacks	91.52	3.03875	47	1.56055
1	rtr-1	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0	0	0	0
1	rtr-1	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
1	rtr-1	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
1	rtr-1	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
1	rtr-1	258	internal://	InInterests	0	0	0	0
1	rtr-1	258	internal://	OutInterests	0	0	0	0
1	rtr-1	258	internal://	InData	0	0	0	0
1	rtr-1	258	internal://	OutData	0	0	0	0
1	rtr-1	258	internal://	InNacks	0	0	0	0
1	rtr-1	258	internal://	OutNacks	0	0	0	0
1	rtr-1	258	internal://	InSatisfiedInterests	0.64	0	0	0
1	rtr-1	258	internal://	InTimedOutInterests	0	0	0	0
1	rtr-1	258	internal://	OutSatisfiedInterests	0	0	0	0
1	rtr-1	258	internal://	OutTimedOutInterests	0	0	0	0
1	rtr-1	-1	all	SatisfiedInterests	0.64	0	0	0
1	rtr-1	-1	all	TimedOutInterests	0	0	0	0
1.5	callee	1	internal://	InInterests	0	0	0	0
1.5	callee	1	internal://	OutInterests	0	0	0	0
1.5	callee	1	internal://	InData	0	0	0	0
1.5	callee	1	internal://	OutData	0	0	0	0
1.5	callee	1	internal://	InNacks	0	0	0	0
1.5	callee	1	internal://	OutNacks	0	0	0	0
1.5	callee	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	callee	1	internal://	InTimedOutInterests	0	0	0	0
1.5	callee	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	callee	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	callee	256	netdev://[00:00:00:00:00:01]	InInterests	98.304	3.264	50	1.66016
1.5	callee	256	netdev://[00:00:00:00:00:01]	OutInterests	96.32	3.19813	47	1.56055
1.5	callee	256	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
1.5	callee	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1.5	callee	256	netdev://[00:00:00:00:00:01]	InNacks	96.32	3.19813	47	1.56055
1.5	callee	256	netdev://[00:00:00:00:00:01]	OutNacks	98.304	3.264	50	1.66016
1.5	callee	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1.5	callee	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1.5	callee	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
1.5	callee	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1.5	callee	257	internal://	InInterests	0	0	0	0
1.5	callee	257	internal://	OutInterests	0	0	0	0
1.5	callee	257	internal://	InData	0	0	0	0
1.5	callee	257	internal://	OutData	0	0	0	0
1.5	callee	257	internal://	InNacks	0	0	0	0
1.5	callee	257	internal://	OutNacks	0	0	0	0
1.5	callee	257	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	callee	257	internal://	InTimedOutInterests	0	0	0	0
1.5	callee	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	callee	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	callee	258	appFace://	InInterests	96.32	3.19813	47	1.56055
1.5	callee	258	appFace://	OutInterests	0	0	0	0
1.5	callee	258	appFace://	InData	0	0	0	0
1.5	callee	258	appFace://	OutData	0	0	0	0
1.5	callee	258	appFace://	InNacks	0	0	0	0
1.5	callee	258	appFace://	OutNacks	96.32	3.19813	47	1.56055
1.5	callee	258	appFace://	InSatisfiedInterests	0	0	0	0
1.5	callee	258	appFace://	InTimedOutInterests	0	0	0	0
1.5	callee	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	callee	258	appFace://	OutTimedOutInterests	0	0	0	0
1.5	callee	-1	all	SatisfiedInterests	0.192	0	0	0
1.5	callee	-1	all	TimedOutInterests	0	0	0	0
1.5	caller	1	internal://	InInterests	0	0	0	0
1.5	caller	1	internal://	OutInterests	0	0	0	0
1.5	caller	1	internal://	InData	0	0	0	0
1.5	caller	1	internal://	OutData	0	0	0	0
1.5	caller	1	internal://	InNacks	0	0	0	0
1.5	caller	1	internal://	OutNacks	0	0	0	0
1.5	caller	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	caller	1	internal://	InTimedOutInterests	0	0	0	0
1.5	caller	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	caller	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	caller	256	netdev://[00:00:00:00:00:03]	InInterests	96.32	3.19813	47	1.56055
1.5	caller	256	netdev://[00:00:00:00:00:03]	OutInterests	98.048	3.2555	50	1.66016
1.5	caller	256	netdev://[00:00:00:00:00:03]	InData	0	0	0	0
1.5	caller	256	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1.5	caller	256	netdev://[00:00:00:00:00:03]	InNacks	98.304	3.264	50	1.66016
1.5	caller	256	netdev://[00:00:00:00:00:03]	OutNacks	96.32	3.19813	47	1.56055
1.5	caller	256	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
1.5	caller	256	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
1.5	caller	256	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
1.5	caller	256	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
1.5	caller	257	internal://	InInterests	0	0	0	0
1.5	caller	257	internal://	OutInterests	0	0	0	0
1.5	caller	257	internal://	InData	0	0	0	0
1.5	caller	257	internal://	OutData	0	0	0	0
1.5	caller	257	internal://	InNacks	0	0	0	0
1.5	caller	257	internal://	OutNacks	0	0	0	0
1.5	caller	257	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	caller	257	internal://	InTimedOutInterests	0	0	0	0
1.5	caller	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	caller	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	caller	258	appFace://	InInterests	98.048	3.2555	50	1.66016
1.5	caller	258	appFace://	OutInterests	0	0	0	0
1.5	caller	258	appFace://	InData	0	0	0	0
1.5	caller	258	appFace://	OutData	0	0	0	0
1.5	caller	258	appFace://	InNacks	0	0	0	0
1.5	caller	258	appFace://	OutNacks	98.304	3.264	50	1.66016
1.5	caller	258	appFace://	InSatisfiedInterests	0	0	0	0
1.5	caller	258	appFace://	InTimedOutInterests	0	0	0	0
1.5	caller	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	caller	258	appFace://	OutTimedOutInterests	0	0	0	0
1.5	caller	-1	all	SatisfiedInterests	0.192	0	0	0
1.5	caller	-1	all	TimedOutInterests	0	0	0	0
1.5	rtr-1	1	internal://	InInterests	0	0	0	0
1.5	rtr-1	1	internal://	OutInterests	0	0	0	0
1.5	rtr-1	1	internal://	InData	0	0	0	0
1.5	rtr-1	1	internal://	OutData	0	0	0	0
1.5	rtr-1	1	internal://	InNacks	0	0	0	0
1.5	rtr-1	1	internal://	OutNacks	0	0	0	0
1.5	rtr-1	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	rtr-1	1	internal://	InTimedOutInterests	0	0	0	0
1.5	rtr-1	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	rtr-1	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InInterests	96.32	3.19813	47	1.56055
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutInterests	98.048	3.2555	50	1.66016
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InNacks	98.304	3.264	50	1.66016
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutNacks	96.32	3.19813	47	1.56055
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0	0	0	0
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
1.5	rtr-1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InInterests	98.048	3.2555	50	1.66016
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutInterests	96.32	3.19813	47	1.56055
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutData	0	0	0	0
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InNacks	96.32	3.19813	47	1.56055
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutNacks	98.304	3.264	50	1.66016
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0	0	0	0
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
1.5	rtr-1	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
1.5	rtr-1	258	internal://	InInterests	0	0	0	0
1.5	rtr-1	258	internal://	OutInterests	0	0	0	0
1.5	rtr-1	258	internal://	InData	0	0	0	0
1.5	rtr-1	258	internal://	OutData	0	0	0	0
1.5	rtr-1	258	internal://	InNacks	0	0	0	0
1.5	rtr-1	258	internal://	OutNacks	0	0	0	0
1.5	rtr-1	258	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	rtr-1	258	internal://	InTimedOutInterests	0	0	0	0
1.5	rtr-1	258	internal://	OutSatisfiedInterests	0	0	0	0
1.5	rtr-1	258	internal://	OutTimedOutInterests	0	0	0	0
1.5	rtr-1	-1	all	SatisfiedInterests	0.128	0	0	0
1.5	rtr-1	-1	all	TimedOutInterests	0	0	0	0
2	callee	1	internal://	InInterests	0	0	0	0
2	callee	1	internal://	OutInterests	0	0	0	0
2	callee	1	internal://	InData	0	0	0	0
2	callee	1	internal://	OutData	0	0	0	0
2	callee	1	internal://	InNacks	0	0	0	0
2	callee	1	internal://	OutNacks	0	0	0	0
2	callee	1	internal://	InSatisfiedInterests	0	0	0	0
2	callee	1	internal://	InTimedOutInterests	0	0	0	0
2	callee	1	internal://	OutSatisfiedInterests	0.0256	0	0	0
2	callee	1	internal://	OutTimedOutInterests	0	0	0	0
2	callee	256	netdev://[00:00:00:00:00:01]	InInterests	86.8608	2.88405	42	1.39453
2	callee	256	netdev://[00:00:00:00:00:01]	OutInterests	99.264	3.29587	50	1.66016
2	callee	256	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
2	callee	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
2	callee	256	netdev://[00:00:00:00:00:01]	InNacks	99.264	3.29587	50	1.66016
2	callee	256	netdev://[00:00:00:00:00:01]	OutNacks	86.8608	2.88405	42	1.39453
2	callee	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
2	callee	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
2	callee	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
2	callee	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
2	callee	257	internal://	InInterests	0	0	0	0
2	callee	257	internal://	OutInterests	0	0	0	0
2	callee	257	internal://	InData	0	0	0	0
2	callee	257	internal://	OutData	0	0	0	0
2	callee	257	internal://	InNacks	0	0	0	0
2	callee	257	internal://	OutNacks	0	0	0	0
